0.0,0.17525975539418562,"path_1"
1.0,-0.9272107788446792,"path_1"
2.0,0.9159456666474627,"path_1"
3.0,0.17525975539418562,"path_1"
4.0,-0.8725237889019853,"path_1"
5.0,1.1119081160359756,"path_1"
6.0,-0.3358554041257117,"path_1"
7.0,-0.5158284477001531,"path_1"
8.0,-1.8076948011682825,"path_1"
9.0,0.610914980884865,"path_1"
10.0,-1.9075723176696557,"path_1"
11.0,0.04324958598925699,"path_1"
12.0,-1.2191990431505177,"path_1"
13.0,1.356987211481755,"path_1"
14.0,0.11370596978457237,"path_1"
15.0,0.18392406941572248,"path_1"
16.0,-1.1366199481389754,"path_1"
17.0,-0.8816439285239643,"path_1"
18.0,-0.45592302818951225,"path_1"
19.0,0.14945122528752786,"path_1"
20.0,1.0793483358832514,"path_1"
21.0,-0.9949476319305497,"path_1"
22.0,-0.24386722029480823,"path_1"
23.0,-0.1925351856048496,"path_1"
24.0,0.9529491199527831,"path_1"
25.0,0.6498472972243792,"path_1"
26.0,1.0402433849810153,"path_1"
27.0,-1.2084591326391565,"path_1"
28.0,-0.7822354101476297,"path_1"
29.0,-0.9782339948163321,"path_1"
30.0,1.469191028349296,"path_1"
31.0,-0.9961435917609616,"path_1"
32.0,1.3277570466732163,"path_1"
33.0,-2.425819747095938,"path_1"
34.0,0.3916065380736031,"path_1"
35.0,-0.7248131576715559,"path_1"
36.0,1.9442977484576365,"path_1"
37.0,-1.5460142167162574,"path_1"
38.0,1.6354207845422368,"path_1"
39.0,-1.2154025104810149,"path_1"
40.0,1.0058956546729698,"path_1"
41.0,-1.5654692365096519,"path_1"
42.0,0.6220611706940986,"path_1"
43.0,-1.4222662205844876,"path_1"
44.0,1.0615360205310778,"path_1"
45.0,-0.9877289659333494,"path_1"
46.0,1.3356897461473742,"path_1"
47.0,-0.6745048895997771,"path_1"
48.0,0.8417463350644303,"path_1"
49.0,-1.1394337429824701,"path_1"
50.0,2.1639827676185615,"path_1"
51.0,-0.2520854601102358,"path_1"
52.0,1.0812518222247158,"path_1"
53.0,-1.1080480377529778,"path_1"
54.0,0.29290055218994104,"path_1"
